Report ID,Report Version,Reporting Entity,Report Type,Report Month,Report Year,Report Submission Date,VIN,VIN Decoded,Serial Number,Make,Make - Unknown,Model,Model - Unknown,Model Year,Model Year - Unknown,Same Vehicle ID,Driver / Operator Type,Automation Feature Version,Automation Feature Version CBI,Automation System Engaged?,Engagement Status,Operating Entity,Operating Entity - Unknown,Source - Complaint/Claim,Source - Telematics,Source - Law Enforcement,Source - Field Report,Source - Testing,Source - Media,Source - Internal Process Review,Source - NHTSA VOQ,Source - Other - See Narrative,Source - Other Entity,Source - State or Other Agency,Incident Date,Incident Date - Unknown,Incident Time (24:00),Incident Time - Unknown,Same Incident ID,Latitude,Latitude - Unknown,Longitude,Longitude - Unknown,Address,Zip Code,Roadway Type,Roadway-Degraded Surface,Roadway-Missing/Degraded Marking,Roadway-No Unusual Conditions,Roadway-Other-See Narrative,Roadway-Traffic Incident,Roadway-Unknown,Roadway-Wet Surface Condition,Roadway-Work Zone,Weather - Clear,Weather - Snow,Weather - Cloudy,Weather - Partly Cloudy,Weather - Fog/Smoke/Haze,Weather - Rain,Weather - Severe Wind,Weather - Dust Storm,Weather - Severe Hurricane,Weather - Structure-Indoor,Weather - Unk - See Narrative,Crash With,Highest Injury Severity Alleged,CP Pre-Crash Movement,CP Contact Area - Rear Left,CP Contact Area - Left,CP Contact Area - Front Left,CP Contact Area - Rear,CP Contact Area - Top,CP Contact Area - Front,CP Contact Area - Rear Right,CP Contact Area - Right,CP Contact Area - Front Right,CP Contact Area - Bottom,CP Contact Area - Unknown,SV Pre-Crash Movement,Any Air Bags Deployed?,Was Any Vehicle Towed?,Were All Passengers Belted?,SV Precrash Speed (MPH),SV Pre-crash Speed - Unknown,SV Contact Area - Rear Left,SV Contact Area - Left,SV Contact Area - Front Left,SV Contact Area - Rear,SV Contact Area - Top,SV Contact Area - Front,SV Contact Area - Rear Right,SV Contact Area - Right,SV Contact Area - Front Right,SV Contact Area - Bottom,SV Contact Area - Unknown,Data Availability - EDR,Data Availability - Police Rpt,Data Availability - Telematics,Data Availability - Complaints,Data Availability - Video,Data Availability - Other,Data Availability - No Data,Data Availability - Unknown,Investigating Agency,Investigating Agency - Unknown,Within ODD?,Within ODD? - CBI,Narrative,Narrative - CBI?
945-11423,2,"Nissan North America, Inc.",Update,,,JUL-2025,JN8BT3BB1PW,Y,,NISSAN, ,Rogue, ,2023, ,34e1eba089eef05,Consumer,ProPilot Assist, ,ADAS,Alleged Engaged,, ,Y, , , , , , , , , , ,MAY-2024, ,10:46, ,6ad0222ea914201,,Y,,Y,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION],[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION],Highway / Freeway, , , , , ,Y, , ,Y, , , , , , , , , ,Y,SUV,Minor W/O Hospitalization,Stopped, , , , , , ,Y, , , , ,Proceeding Straight,"No Subject Vehicle, Unknown Crash Partner","Yes Subject Vehicle, Unknown Crash Partner",Unknown,64, , , , , , , , , ,Y, , , , , ,Y, ,Y, , ,,Y,"Unknown, see Narrative", ,"The information contained in this report is based on Nissan's understanding of the allegations received during Claimant's discussions with Nissan's Consumer Affairs representatives and vehicle inspector, as well as results from Nissan's vehicle inspection.
On 6/28/24 claimant notified Nissan Consumer Affairs of an accident which reportedly occurred on 5/[XXX]/24. The claimant states that ProPilot Assist was in use and did not stop the vehicle. Claimant states he was ""prevented from braking,"" explaining that the brakes had failed. Claimant reports neck pain and a small scratch on right thumb and finger, but did not seek medical attention. Claimant stated the complaint is related to brake failure and claimant is not reporting a failure of the ProPilot Assist performance.
Nissan inspected the subject vehicle in connection with the brake failure complaint and found the vehicle's braking system to be fully functional. No related DTCs were noted. AEB warning lamp was off, indicating a fully functional system. EDR data shows the vehicle was traveling at 64.6mph prior to the brake application applied 3 seconds before time zero. Vehicle data shows that prior to impact, vehicle speed had been reduced to below 20 mph, with AEB activating max braking 0.5 second before the crash.  Of particular note, the driver was issued a citation by police for following a vehicle too closely as he was approaching an intersection with a 25 deg right hand turn and the EDR system does not record the status of PPA system. According to the vehicle investigation report, the subject vehicle was towed from the incident scene.  
Nissan denied the claim because there is no evidence of any manufacturing or product defect that would have caused or contributed to this incident.
On July 22, 2025, during review of the vehicle inspection report for this incident in preparation of Nissan's response to EA25-001, Nissan determined that this incident was reportable under the criteria of the Second Amended Standing General Order 2021-01 and is therefore submitting this 5-day and Final Report.", 
945-11423,1,"Nissan North America, Inc.",5-Day,,,JUL-2025,JN8BT3BB1PW,Y,,NISSAN, ,Rogue, ,2023, ,34e1eba089eef05,Consumer,ProPilot Assist, ,ADAS,Alleged Engaged,, ,Y, , , , , , , , , , ,MAY-2024, ,10:46, ,6ad0222ea914201,,Y,,Y,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION],[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION],Highway / Freeway, , , , , ,Y, , ,Y, , , , , , , , , ,Y,SUV,Minor W/O Hospitalization,Stopped, , , , , , ,Y, , , , ,Proceeding Straight,"No Subject Vehicle, Unknown Crash Partner","Yes Subject Vehicle, Unknown Crash Partner",Unknown,64, , , , , , , , , ,Y, , , , , ,Y, ,Y, , ,,Y,"Unknown, see Narrative", ,"The information contained in this report is based on Nissan's understanding of the allegations received during Claimant's discussions with Nissan's Consumer Affairs representatives and vehicle inspector, as well as results from Nissan's vehicle inspection.
On 6/28/24 claimant notified Nissan Consumer Affairs of an accident which reportedly occurred on 5/[XXX]/24. The claimant states that ProPilot Assist was in use and did not stop the vehicle. Claimant states he was ""prevented from braking,"" explaining that the brakes had failed. Claimant reports neck pain and a small scratch on right thumb and finger, but did not seek medical attention. Claimant stated the complaint is related to brake failure and claimant is not reporting a failure of the ProPilot Assist performance.
Nissan inspected the subject vehicle in connection with the brake failure complaint and found the vehicle's braking system to be fully functional. No related DTCs were noted. AEB warning lamp was off, indicating a fully functional system. EDR data shows the vehicle was traveling at 64.6mph prior to the brake application applied 3 seconds before time zero. Vehicle data shows that prior to impact, vehicle speed had been reduced to below 20 mph, with AEB activating max braking 0.5 second before the crash.  Of particular note, the driver was issued a citation by police for following a vehicle too closely as he was approaching an intersection with a 25 deg right hand turn and the EDR system does not record the status of PPA system. According to the EDR data, the [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION] deployed and the report notes the subject vehicle was towed.  
Nissan denied the claim because there is no evidence of any manufacturing or product defect that would have caused or contributed to this incident.
On July 22, 2025, during review of the vehicle inspection report for this incident in preparation of Nissan's response to EA25-001, Nissan determined that this incident was reportable under the criteria of the Second Amended Standing General Order 2021-01 and is therefore submitting this 5-day and Final Report.", 
669-11416,1,Hyundai Motor America,5-Day,,,JUL-2025,5NMJC3DE2SH,Y,,HYUNDAI, ,Tucson, ,2025, ,7b2ba548d67fa15,"Other, see Narrative","Highway Drive Assist (HDA)+, Adaptive Cruise Control (ACC)+, Lane Following Assist (LFA)", ,ADAS,Alleged Engaged,Hyundai Motor America, , , , , , , , , ,Y, , ,JUL-2025, ,17:30, ,c461f97ecc467d2,,Y,,Y,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION],[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION],Highway / Freeway, , , , ,Y, , , , , , , , , , , , , ,Y,Unknown,No Injured Reported,Unknown, , , , , , , , , , ,Y,Lane / Road Departure,"Yes Subject Vehicle, Unknown Crash Partner","Yes Subject Vehicle, Unknown Crash Partner",Unknown,,Y, , , , , , , , , , ,Y, ,Y, , , , , , ,,Y,Yes, ,An associate (MOBIS business partner) was operating a model year 2025 Tucson employee lease vehicle with the vehicle's Highway Drive Assist ("HDA") and Lane Following Assist ("LFA") features engaged when they struck a leading vehicle during an attempted lane change to exit the highway.  NASO is seeking additional details from the associate involved in the collision., 
13781-11411,1,"Tesla, Inc.",5-Day,,,JUL-2025,7SAXCBE64RF,Y,,TESLA, ,Model X, ,2024, ,d5891672d2a9083,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS,Verified Engaged,, , ,Y, , , ,Y, , ,Y, , ,JUL-2025, ,00:09, ,d3cd9fab8c74525,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Rural Road, , , , , ,Y, , ,Y, , , , , , , , , , ,Motorcycle,Fatality,Unknown, , , , , , , , , , ,Y,Unknown,"Yes Subject Vehicle, Unknown Crash Partner",Unknown,Unknown,49, , , , , , , , , , , ,Y,Y,Y,Y, ,Y,Y, , ,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-11410,1,"Tesla, Inc.",5-Day,,,JUL-2025,7SAYGDEE6PA,Y,,TESLA, ,Model Y, ,2023, ,e2fa4af4c543005,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS,Verified Engaged,, , ,Y, , , , , , , , , ,JUL-2025, ,03:05, ,3140ec0f3f99381,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Intersection, , , , , ,Y, , ,Y, , , , , , , , , , ,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,"Yes Subject Vehicle, Unknown Crash Partner",Unknown,Unknown,30, , , , , , , , , , , ,Y,Y, ,Y, ,Y,Y, , ,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-11409,1,"Tesla, Inc.",5-Day,,,JUL-2025,7SAYGDEE9RA,Y,,TESLA, ,Model Y, ,2024, ,b342c8fe66efdc4,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS,Verified Engaged,, , ,Y, , , , , , , , , ,JUL-2025, ,15:44, ,157d62129337917,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Intersection, , , , , ,Y, , , , ,Y, , , , , , , , ,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,"Yes Subject Vehicle, Unknown Crash Partner",Unknown,Unknown,53, , , , , , , , , , , ,Y,Y, ,Y, ,Y,Y, , ,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-11408,1,"Tesla, Inc.",5-Day,,,JUL-2025,7SAXCBE51NF,Y,,TESLA, ,Model X, ,2022, ,b304d42a8cad635,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS,Verified Engaged,, , ,Y, , , , , , , , , ,JUL-2025, ,13:26, ,f029f2d76455525,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Intersection, , ,Y, , , , , , , , ,Y, , , , , , , ,SUV,Unknown,Proceeding Straight, , ,Y, , ,Y, , ,Y, , ,Proceeding Straight,"Yes Subject Vehicle, Yes Crash Partner",Unknown,Unknown,32, , ,Y, , , , , , , , , ,Y, ,Y, ,Y,Y, , ,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-11407,1,"Tesla, Inc.",5-Day,,,JUL-2025,5YJ3E1EA9LF,Y,,TESLA, ,Model 3, ,2020, ,a49397a3be7f81c,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS,Verified Engaged,, , ,Y, , , , , , , , , ,JUL-2025, ,17:13, ,65b57a918acc5fa,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Highway / Freeway, , ,Y, , , , , , , ,Y, , , , , , , , ,Passenger Car,Unknown,Proceeding Straight,Y, , ,Y, , ,Y, , , , ,Proceeding Straight,"Yes Subject Vehicle, Unknown Crash Partner","Yes Subject Vehicle, Unknown Crash Partner",Unknown,13, , , ,Y, , ,Y, , ,Y, , ,Y, ,Y, ,Y,Y, , ,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-11406,1,"Tesla, Inc.",5-Day,,,JUL-2025,5YJ3E1EA6PF,Y,,TESLA, ,Model 3, ,2023, ,1225884b0f051d8,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS,Verified Engaged,, , ,Y, , , , , , , , , ,JUL-2025, ,00:26, ,ae79e2b8f3b2364,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Street, , ,Y, , , , , , , ,Y, , , , , , , , ,Passenger Car,Unknown,Proceeding Straight, , ,Y, , ,Y, ,Y,Y, , ,Making Left Turn,"Yes Subject Vehicle, Yes Crash Partner",Unknown,Unknown,35, , , ,Y, , ,Y, , ,Y, , ,Y, ,Y, ,Y,Y, , ,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
1306-11380,1,Toyota Motor Engineering & Manufacturing,5-Day,,,JUL-2025,2T3W1RFV7RC,Y,,TOYOTA, ,RAV4, ,2024, ,673405b03b171e6,Consumer,TSS 2.5, ,ADAS,Alleged Engaged,, ,Y, , , , , , , , , , ,JUL-2025, ,00:15, ,39e55c490a51d36,,Y,,Y,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION],[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION],Highway / Freeway, , ,Y, , , , , ,Y, , , , , , , , , , ,Other Fixed Object,Serious W/ Hospitalization,,,,,,,,,,,,,Proceeding Straight,"Yes Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Unknown,70, , ,Y, , , ,Y, , , , , , , , ,Y, , , , ,California Highway Patrol, ,"Unknown, see Narrative", ,"Entries in this report are based on unconfirmed allegations:
On July [XXX], 2025, Toyota received an initial contact from the driver of a rental vehicle involved in the crash. The driver described that cruise control was engaged with lane trace assist/lane departure assist and pre-collision system turned on leading up to the crash event. The driver alleged that while driving on a highway, the lane trace assist/lane departure assist failed to engage and keep vehicle within lanes, and the PCS failed to detect the median of the freeway and slow down the vehicle before impact. The driver stated he noticed twice before the incident the lane trace assist/lane departure would keep the vehicle in the lane. The driver stated the third time, the vehicle drifted out of the lane, and the driver side of the vehicle impacted the freeway median. The driver alleged the driver assistance features did not function properly and failed to prevent the accident.
As a result of the crash, the driver alleged that: the airbags deployed there was significant damage to the front driver's side of the vehicle, including the wheel, tire, bumper, and fender one of the five occupants seated in the left rear position sustained injuries to her left rib cage that required emergency room treatment (seat belt use unknown) and the vehicle was towed from the scene and deemed a total loss. 
The driver stated the California Highway Patrol responded to the crash and provided report numbers ""NCIC - 9650"".", 
13781-11399,1,"Tesla, Inc.",5-Day,,,JUL-2025,5YJ3E1EAXSF,Y,,TESLA, ,Model 3, ,2025, ,7142032ef62e49e,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS,Verified Engaged,, , ,Y, , , , , , , , , ,JUL-2025, ,05:50, ,cef5d5503d13b04,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Intersection, , ,Y, , , , , ,Y, , , , , , , , , , ,Other Fixed Object,Unknown,,,,,,,,,,,,,Making Left Turn,"Yes Subject Vehicle, Unknown Crash Partner",Unknown,Unknown,34, , , ,Y, , ,Y, , ,Y, , ,Y, ,Y, ,Y,Y, , ,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-11398,1,"Tesla, Inc.",5-Day,,,JUL-2025,5YJ3E1EA5SF,Y,,TESLA, ,Model 3, ,2025, ,c831f1be91cdc30,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS,Verified Engaged,, , ,Y, , , , , , , , , ,JUL-2025, ,07:00, ,908daff8efbbf30,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Unknown, , , , , ,Y, , , , , , , , , , , , ,Y,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,"Yes Subject Vehicle, Unknown Crash Partner",Unknown,Unknown,74, , , , , , , , , , , ,Y,Y, ,Y, , ,Y, , ,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-11397,1,"Tesla, Inc.",5-Day,,,JUL-2025,7SAYGDEDXRF,Y,,TESLA, ,Model Y, ,2024, ,d4f653b2c63ee1f,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS,Verified Engaged,, , ,Y, , , , , , , , , ,JUL-2025, ,22:55, ,b0cfb23444d9e16,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Unknown, , , , , ,Y, , , , , , , , , , , , ,Y,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,"Yes Subject Vehicle, Unknown Crash Partner",Unknown,Unknown,16, , , , , , , , , , , ,Y,Y, ,Y, , ,Y, , ,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-11396,1,"Tesla, Inc.",5-Day,,,JUL-2025,7SAXCAE59PF,Y,,TESLA, ,Model X, ,2023, ,9304ce5397958f8,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS,Verified Engaged,, , ,Y, , , , , , , , , ,JUL-2025, ,00:26, ,5bb2a6d8410fa7b,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Highway / Freeway, , , , , , ,Y, , , ,Y, , ,Y, , , , , ,Other Fixed Object,Unknown,,,,,,,,,,,,,Lane / Road Departure,"Yes Subject Vehicle, Unknown Crash Partner",Unknown,Unknown,,Y, , ,Y, , ,Y, , ,Y, , ,Y, ,Y, ,Y,Y, , ,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
540-11382,1,"General Motors, LLC",5-Day,,,JUL-2025,5GAEVCRS2SJ,Y,,BUICK, ,Enclave, ,2025, ,2f95bf0eaddafa0,Consumer,Level 2, ,ADAS,Verified Engaged,, , ,Y, , , , , , , , , ,JUL-2025, ,15:36, ,00c83c31ec18572,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Highway / Freeway, , , , , , , ,Y,Y, , , , , , , , , , ,SUV,Unknown,Proceeding Straight, , , , , , , , ,Y, , ,Proceeding Straight,"Yes Crash Partner, No Subject Vehicle",Unknown,Subject Vehicle - All Belted,22, , , , , , , ,Y, , , , ,Y, ,Y, , ,Y, , ,,Y,Yes, ,"On July [XXX], 2025, a 2025 Buick Enclave was traveling west on [XXX] in Farmington Hills, Michigan, with Super Cruise engaged and active.  Crash data indicates a low-level collision that did not result in airbag or front seat belt pretensioner deployment.  Telematics data indicates that the driver seat belt was buckled prior to the crash.  According to OnStar audio recordings, the driver reported being struck in the rear by another vehicle, and the other vehicle's airbags deployed.  Telematics data also shows that approximately 5 seconds prior to the crash, Super Cruise entered a ""Disabled/Not Ready"" state due to a brake press.", 
13781-11393,2,"Tesla, Inc.",Update,,,JUL-2025,5YJ3E1EA1SF,Y,,TESLA, ,Model 3, ,2025, ,2e4ad759401b644,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS,Verified Engaged,, , ,Y, , , , , , , , , ,JUL-2025, ,23:31, ,41fc952dec671a9,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Intersection, , ,Y, , , , , , , , ,Y, , , , , , , ,"Other, see Narrative",Unknown,Unknown, , , , , , , , , , ,Y,Making Right Turn,"Yes Subject Vehicle, Unknown Crash Partner",Unknown,Unknown,20, , , ,Y, , ,Y, , ,Y, , ,Y, ,Y, ,Y,Y, , ,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-11394,1,"Tesla, Inc.",5-Day,,,JUL-2025,5YJ3E1EB9KF,Y,,TESLA, ,Model 3, ,2019, ,6c94f6f2f74a786,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS,Verified Engaged,, , ,Y, , , , , , , , , ,JUL-2025, ,16:25, ,99f82c7c6fdbcbf,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Unknown, , , , , ,Y, , , , , , , , , , , , ,Y,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,"Yes Subject Vehicle, Unknown Crash Partner",Unknown,Unknown,43, , , , , , , , , , , ,Y,Y, ,Y, , ,Y, , ,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-11393,1,"Tesla, Inc.",5-Day,,,JUL-2025,5YJ3E1EA1SF,Y,,TESLA, ,Model 3, ,2025, ,2e4ad759401b644,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS,Verified Engaged,, , ,Y, , , , , , , , , ,JUL-2025, ,23:31, ,41fc952dec671a9,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Intersection, , ,Y, , , , , , , , ,Y, , , , , , , ,"Other, see Narrative",Unknown,Unknown, , , , , , , , , , ,Y,Unknown,"Yes Subject Vehicle, Unknown Crash Partner",Unknown,Unknown,20, , , , , , , , , , , ,Y,Y, ,Y, ,Y,Y, , ,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-11392,1,"Tesla, Inc.",5-Day,,,JUL-2025,7SAYGDEF2RA,Y,,TESLA, ,Model Y, ,2024, ,484cb116f16baa2,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS,Verified Engaged,, , ,Y, , , , , , , , , ,JUL-2025, ,21:32, ,9e1ba2445ef53af,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Highway / Freeway, , , , , ,Y, , ,Y, , , , , , , , , , ,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,"Yes Subject Vehicle, Unknown Crash Partner",Unknown,Unknown,53, , , , , , , , , , , ,Y,Y, ,Y, ,Y,Y, , ,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-11391,1,"Tesla, Inc.",5-Day,,,JUL-2025,5YJXCBE20GF,Y,,TESLA, ,Model X, ,2016, ,519f21734e8774d,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS,Verified Engaged,, , ,Y, , , , , , , , , ,JUL-2025, ,20:41, ,8546d100483f137,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Unknown, , , , , ,Y, , , , , , , , , , , , ,Y,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,"Yes Subject Vehicle, Unknown Crash Partner",Unknown,Unknown,58, , , , , , , , , , , ,Y,Y, ,Y, , ,Y, , ,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-11390,1,"Tesla, Inc.",5-Day,,,JUL-2025,7SAYGDEE0SF,Y,,TESLA, ,Model Y, ,2025, ,50c8ce67001a1de,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS,Verified Engaged,, , ,Y, , , , , , , , , ,JUL-2025, ,15:54, ,292e67728ff3e26,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Unknown, , , , , ,Y, , , , , , , , , , , , ,Y,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,"Yes Subject Vehicle, Unknown Crash Partner",Unknown,Unknown,15, , , , , , , , , , , ,Y,Y, ,Y, , ,Y, , ,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-11389,1,"Tesla, Inc.",5-Day,,,JUL-2025,7SAYGDED0SF,Y,,TESLA, ,Model Y, ,2025, ,19c4988a920a603,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS,Verified Engaged,, , ,Y, , , , , , , , , ,JUL-2025, ,21:00, ,750fb21f714fbea,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Unknown, , , , , ,Y, , , , , , , , , , , , ,Y,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,"Yes Subject Vehicle, Unknown Crash Partner",Unknown,Unknown,35, , , , , , , , , , , ,Y,Y, ,Y, , ,Y, , ,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
