Report ID,Report Version,Reporting Entity,Report Type,Report Month,Report Year,Report Submission Date,VIN,VIN Decoded,Serial Number,Make,Make - Unknown,Model,Model - Unknown,Model Year,Model Year - Unknown,Same Vehicle ID,Driver / Operator Type,Automation Feature Version,Automation Feature Version CBI,Automation System Engaged?,Engagement Status,Operating Entity,Operating Entity - Unknown,Source - Complaint/Claim,Source - Telematics,Source - Law Enforcement,Source - Field Report,Source - Testing,Source - Media,Source - Internal Process Review,Source - NHTSA VOQ,Source - Other - See Narrative,Source - Other Entity,Source - State or Other Agency,Incident Date,Incident Date - Unknown,Incident Time (24:00),Incident Time - Unknown,Same Incident ID,Latitude,Latitude - Unknown,Longitude,Longitude - Unknown,Address,Zip Code,Roadway Type,Roadway-Degraded Surface,Roadway-Missing/Degraded Marking,Roadway-No Unusual Conditions,Roadway-Other-See Narrative,Roadway-Traffic Incident,Roadway-Unknown,Roadway-Wet Surface Condition,Roadway-Work Zone,Weather - Clear,Weather - Snow,Weather - Cloudy,Weather - Partly Cloudy,Weather - Fog/Smoke/Haze,Weather - Rain,Weather - Severe Wind,Weather - Dust Storm,Weather - Severe Hurricane,Weather - Structure-Indoor,Weather - Unk - See Narrative,Crash With,Highest Injury Severity Alleged,CP Pre-Crash Movement,CP Contact Area - Rear Left,CP Contact Area - Left,CP Contact Area - Front Left,CP Contact Area - Rear,CP Contact Area - Top,CP Contact Area - Front,CP Contact Area - Rear Right,CP Contact Area - Right,CP Contact Area - Front Right,CP Contact Area - Bottom,CP Contact Area - Unknown,SV Pre-Crash Movement,Any Air Bags Deployed?,Was Any Vehicle Towed?,Were All Passengers Belted?,SV Precrash Speed (MPH),SV Pre-crash Speed - Unknown,SV Contact Area - Rear Left,SV Contact Area - Left,SV Contact Area - Front Left,SV Contact Area - Rear,SV Contact Area - Top,SV Contact Area - Front,SV Contact Area - Rear Right,SV Contact Area - Right,SV Contact Area - Front Right,SV Contact Area - Bottom,SV Contact Area - Unknown,Data Availability - EDR,Data Availability - Police Rpt,Data Availability - Telematics,Data Availability - Complaints,Data Availability - Video,Data Availability - Other,Data Availability - No Data,Data Availability - Unknown,Investigating Agency,Investigating Agency - Unknown,Within ODD?,Within ODD? - CBI,Narrative,Narrative - CBI?
30610-11497,1,"Zoox, Inc.",5-Day,,,Aug-25,7Z00XVHX1TC,Y,,ZOOX, ,Zoox, ,2026, ,c78e6704cc97575,None,B435.25.08.07, ,ADS,Verified Engaged,Zoox, , , , ,Y,Y, , , , , , ,Aug-25, ,18:16, ,27f5ade8b2a100c,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Street, , ,Y, , , , , ,Y, , , , , , , , , , ,SUV,Property Damage. No Injured Reported,Backing, , , , , ,Y, , , , , ,Proceeding Straight,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle,0, ,Y, , , , , , , , , , , , ,Y, ,Y, , , ,None, ,Yes, ,"An unoccupied Zoox vehicle in autonomy was traveling north on [XXX] toward [XXX] in San Francisco and slowing for an SUV (Vehicle 2) ahead, also heading north on [XXX]. As the Zoox vehicle approached the nearly stopped Vehicle 2, it steered left to pass. The driver of Vehicle 2 then, without using a turn signal, abruptly began reversing in an apparent attempt to parallel park on the right side of [XXX]. The Zoox vehicle then braked to a near stop when it was struck on the right rear wheel by Vehicle 2 as it swung into a parking space. Shortly afterward, the Zoox vehicle was towed from the scene for inspection. The Zoox vehicle did not sustain damage, but the left front bumper of the SUV appeared to have minor damage. There were no reported injuries, and the police were not called.", 
30270-11490,1,Waymo LLC,5-Day,,,Aug-25,SADHW2S13M1,Y,,JAGUAR, ,I-PACE, ,2021, ,69f9ac55561d6ff,None,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Aug-25, ,11:43, ,f954a67865eecaa,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Street, , ,Y, , , , , ,Y, , , , , , , , , , ,Passenger Car,Property Damage. No Injured Reported,Proceeding Straight, , ,Y, , , , , , , , ,Parked,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle,0, , , , ,Y, , , , , , , , , ,Y, ,Y, , , ,N/A, ,Yes, ,"On August [XXX], 2025 at 11:43 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a passenger car on [XXX] near [XXX]. 
The Waymo AV was parked in the right lane facing north on [XXX] for a passenger drop-off with hazard lights activated and the trunk open. After the passengers exited the Waymo AV, a passenger car that was stopped directly behind the parked Waymo AV began to change lanes to the left lane. As the passenger car crossed the lane line, the front right side of a pickup truck that was traveling northbound in the second to the right lane made contact with the left side of the passenger car, causing the front right side of the passenger car to then make contact with the rear left side of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV, passenger car, and pickup truck sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", 
30270-11474,1,Waymo LLC,5-Day,,,Aug-25,SADHW2S13R1,Y,,JAGUAR, ,I-PACE, ,2024, ,b0bffaff0b2b514,None,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Aug-25, ,8:36, ,44a3e9735d95629,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Intersection, , ,Y, , , , , ,Y, , , , , , , , , , ,SUV,Property Damage. No Injured Reported,Proceeding Straight, , , , , ,Y, , , , , ,Stopped,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - All Belted,0, ,Y, , , , , , , , , , , , ,Y, ,Y, , , ,LASD, ,Yes, ,"On August [XXX], 2025 at 8:36 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in West Hollywood, California was in a collision involving an SUV on [XXX] at [XXX]. 
The Waymo AV was traveling southbound on [XXX] in the right lane and slowed to a stop for a red light at the intersection with [XXX]. An SUV approached the Waymo AV from behind, and the front left side of the SUV made contact with the rear right side of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", 
30270-11488,1,Waymo LLC,5-Day,,,Aug-25,SADHW2S11R1,Y,,JAGUAR, ,I-PACE, ,2024, ,9bb28c83869f0d5,None,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Aug-25, ,16:54, ,88bcb808d90373f,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Street, , ,Y, , , , , ,Y, , , , , , , , , , ,Passenger Car,Property Damage. No Injured Reported,Proceeding Straight, , , , , , , , ,Y, , ,Stopped,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - All Belted,0, , , , , , , ,Y, , , , , , ,Y, ,Y, , , ,N/A, ,Yes, ,"On August[XXX], 2025 at 4:54 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a passenger car on [XXX] at [XXX]. 
The Waymo AV was stopped in the rightmost lane facing northeast on [XXX] in a queue of traffic at the intersection with [XXX] at a location where the rightmost lane and leftmost lane are separated by a raised transit boarding island. As the queue of traffic advanced, the Waymo AV began moving forward. A scooterist traveling northeastbound in the rightmost lane proceeded to pass to the right of the Waymo AV followed closely by a cyclist, and the Waymo AV shifted left towards the raised boarding island and  slowed to a stop to yield to the scooterist and cyclist. A passenger car traveling behind the Waymo AV approached the Waymo AV from behind and the front of the passenger car made contact with the rear of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", 
30270-11476,1,Waymo LLC,5-Day,,,Aug-25,SADHW2S1XR1,Y,,JAGUAR, ,I-PACE, ,2024, ,f1a941b14721f78,None,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Aug-25, ,22:23, ,866839b247a16d6,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Street, , ,Y, , , , , ,Y, , , , , , , , , , ,Passenger Car,Minor W/O Hospitalization,Passing, , ,Y, , , , , , , , ,Proceeding Straight,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - All Belted,24, , , , ,Y, , , , , , , , , ,Y, ,Y, , , ,N/A, ,Yes, ,"On August [XXX], 2025 at 10:23 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Los Angeles, California was in a collision involving a passenger car on [XXX] near [XXX]. 
The Waymo AV was traveling southbound on [XXX] when a passenger car approached the Waymo AV from behind and the front right side of the passenger car made contact with the rear left side of the Waymo AV. The passenger car continued southbound to pass the Waymo AV and then swerved right, coming to a stop when the passenger car hit a sign post on the west curb of [XXX]. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage. The two passengers in the Waymo AV alleged minor injuries.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", 
30270-11469,1,Waymo LLC,5-Day,,,Aug-25,SADHW2S15R1,Y,,JAGUAR, ,I-PACE, ,2024, ,605f7e26bb1b5e5,None,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Aug-25, ,9:06, ,e50c2bf2e2ca222,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Intersection, , ,Y, , , , , ,Y, , , , , , , , , , ,Bus,Property Damage. No Injured Reported,Stopped, ,Y, , , , , , , , , ,Making Left Turn,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - Not Belted - see Narrative,0, , , , ,Y, , , , , , , , , ,Y, ,Y, , , ,N/A, ,Yes, ,"On August [XXX], 2025 at 9:06 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a coach bus on [XXX] at [XXX]. 
The Waymo AV was traveling southbound on [XXX] through the intersection at [XXX] when it came to a stop for a queue of traffic yielding to a coach bus that was traveling northbound on [XXX]. Once traffic ahead advanced, the Waymo AV proceeded forward momentarily and came to a stop to yield to the coach bus. The coach bus stopped at the intersection at [XXX], preparing to make a left turn. The Waymo AV reversed and came to a stop within the intersection to yield to the coach bus. While the coach bus was still stopped, the Waymo AV proceeded forward and stopped to the front left of the coach bus. While the Waymo AV was stopped, the coach bus proceeded to turn left, and the left of the coach bus made contact with the rear left of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage. The passenger in the Waymo AV was not belted at the time of the collision.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", 
30413-11487,1,May Mobility,Monthly,7,2025,Aug-25,5TDYRKEC3RS,Y,,TOYOTA, ,Sienna, ,2024, ,12b7d35729a047b,Remote (Commercial / Test),v23.2.12, ,ADS,Verified Engaged,May Mobility Inc, , , , ,Y, , , , , , , ,Jul-25, ,14:30, ,14642a8ccaa2293,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Intersection, , ,Y, , , , , ,Y, , , , , , , , , , ,Passenger Car,No Injured Reported,Making Right Turn, , ,Y, , , , , , , , ,Proceeding Straight,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle,20, , , , , , ,Y, , , , , , ,Y,Y, ,Y, , , ,Gwinnett County Police Department, ,Yes, ,"The May autonomous vehicle was travelling in an autonomous vehicle (AV) only lane, on [XXX], approaching the intersection at [XXX]  A vehicle travelling to the left of the May shuttle in the non-AV lane attempted to perform a right hand turn across the May vehicles path and collided with the May AV.  The primary factor that led to this collision was human error on the part of the other vehicle that was required to yield to through traffic in the AV lane but did not.  Right turns across a straight lane are uncommon, and drivers are typically not used to them, however there is a metal street sign that instructs other traffic to yield to the vehicles in the AV lane.  There were no autonomy faults or errors which led to this incident.  Additionally, there is a second traffic light at this intersection that warns public drivers to yield to the AV shuttle. This light was not operating as it should during this incident. We are working with our partner to maintain the operation of this light and have implemented a mitigation policy of daily inspections of this light and implementing an AVO in service if this light is not functioning.", 
30413-11489,1,May Mobility,Monthly,7,2025,Aug-25,5TDYRKEC2RS,Y,,TOYOTA, ,Sienna, ,2024, ,c61027d6b726b73,In-Vehicle (Commercial / Test),v26.0.5, ,ADS,Verified Engaged,May Mobility Inc, , , , ,Y, , , , , , , ,Jul-25, ,9:02, ,235421019095c7a,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Street, , ,Y, , , , , ,Y, , , , , , , , , , ,Other Fixed Object,No Injured Reported,,,,,,,,,,,,,Making Right Turn,Not Applicable,"No Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle,18, , , , , , , , ,Y, , , , , ,Y, , , , , ,None, ,Yes, ,"While traveling north on [XXX], the Autonomous Vehicle Operator (AVO) engages autonomy 3.0 m before the planned right turn and 7.7 m before the break in the curb while traveling at 8.0 m/s.  The May Autonomous Vehicle (ego) was planning to make a tight right turn into a parking lot, which the AVO was unaware of when engaging autonomy.  The ego jerked to the right upon entering autonomy, hitting a curb and damaging both passenger-side front and rear tires and the right rear tire rim.  The AV attempted the right turn despite not having time to slow sufficiently and mounted the curb.  The AVO intervened by accelerating and steering back to the left upon striking the curb, manually maneuvering back to the street while striking a second curb on the opposite side of the parking lot driveway.  Resimulations without the manual intervention show the ego slowing appropriately and making the right turn into the parking lot.  The AVO should have been attentive to the planned route before engaging autonomy.  As a result of this incident, planned improvements to the AVOs instructive dash and audio alerts for upcoming turns have begun to be implemented.", 
30270-11456,1,Waymo LLC,5-Day,,,Aug-25,SADHW2S11R1,Y,,JAGUAR, ,I-PACE, ,2024, ,f1ee4f3524445ac,None,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Aug-25, ,16:27, ,c8fc5852e372cc1,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Street, , ,Y, , , , , ,Y, , , , , , , , , , ,Motorcycle,Property Damage. No Injured Reported,Passing, , , , , , , , ,Y, , ,Parked,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle,0, ,Y, , , , , , , , , , , , ,Y, ,Y, , , ,N/A, ,Yes, ,"On August [XXX], 2025 at 4:27 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a motorcycle on [XXX] near [XXX]. 
The Waymo AV was parked facing south in the leftmost lane on [XXX] for a passenger drop-off with hazard lights activated. While the Waymo AV remained parked, a motorcycle that was traveling southbound in the center lane on [XXX] approached a queue of stopped traffic. The motorcycle began to change lanes to the leftmost lane as it approached the stopped traffic and  the motorcycle made contact with the rear right of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both the motorcycle and the Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", 
30270-11433,1,Waymo LLC,5-Day,,,Aug-25,SADHW2S11R1,Y,,JAGUAR, ,I-PACE, ,2024, ,40eadc5af7b8d6a,None,5th Generation ADS, ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Aug-25, ,2:48, ,966cc9f416e8092,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Intersection, , ,Y, , , , , ,Y, , , , , , , , , , ,Heavy Truck,Minor W/ Hospitalization,Making Left Turn, ,Y, , , , , , , , , ,Stopped,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - All Belted,0, , , , ,Y, , , , , , , , , ,Y, ,Y, , , ,San Francisco Police Department, ,Yes, ,"On August [XXX], 2025 at 2:48 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a heavy truck on [XXX] at [XXX].
The Waymo AV was traveling southbound on a narrow portion of [XXX] with vehicles parked at the curb in both directions when it approached a heavy truck that was traveling northbound on [XXX]. The Waymo AV reversed to yield to the heavy truck and came to a stop at the curb at the intersection with [XXX]. The heavy truck proceeded forward past the Waymo AV and began a left turn onto westbound [XXX] and the left side of the heavy truck made contact with the rear left of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage. The passenger in the Waymo AV alleged a minor injury and was transported to a hospital in an ambulance.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because an individual involved was transported from the scene to a hospital for medical treatment and a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", 
30270-11450,1,Waymo LLC,5-Day,,,Aug-25,SADHW2S17R1,Y,,JAGUAR, ,I-PACE, ,2024, ,f4f776649f9d71e,None,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Aug-25, ,6:06, ,95004cd5904030e,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Street, , ,Y, , , , , , , ,Y, , , , , , , , ,SUV,Moderate W/O Hospitalization,Traveling Wrong Way, ,Y, , , ,Y, , , , , ,Parked,"Yes Subject Vehicle, Yes Crash Partner","Yes Subject Vehicle, Yes Crash Partner",Subject Vehicle - No Passenger In Vehicle,0, , ,Y, , , ,Y, , , , , , , ,Y, ,Y, , , ,San Francisco Police Department, ,Yes, ,"On August [XXX], 2025 at 6:06 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving an SUV on [XXX] near [XXX]. 
The Waymo AV was parked at the curb facing south on [XXX] when an SUV traveling northbound on [XXX] crossed into the southbound lane of traffic. The SUV continued towards the Waymo AV at a high rate of speed, and the front left of the SUV made contact with the front left of the stationary Waymo AV. The SUV then continued to proceed northbound in the southbound lane of [XXX], coming to a stop after making contact with a sign post at the intersection with [XXX]. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage and the driver of the passenger car was transported to a hospital for medical treatment.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because an individual involved was transported from the scene to a hospital for medical treatment, vehicles involved were towed away, and because of airbag deployment. Waymo may supplement or correct its reporting with additional information as it may become available.", 
13781-11459,1,"Tesla, Inc.",5-Day,,,Aug-25,7SAYGDEE3TA,Y,,TESLA, ,Model Y, ,2026, ,1e90c6523159ead,None,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADS,Verified Engaged,Tesla Inc, , , , ,Y, , , , , , , ,Jul-25, ,12:20, ,8578fbc6ef74c60,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Street, , ,Y, , , , , ,Y, , , , , , , , , , ,Other Fixed Object,Minor W/O Hospitalization,,,,,,,,,,,,,"Other, see Narrative","No Crash Partner, Unknown Subject Vehicle","Yes Subject Vehicle, Unknown Crash Partner",Subject Vehicle - All Belted,8, , , , , , , , , ,Y, , , , , , ,Y,Y, , ,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
30270-11432,1,Waymo LLC,5-Day,,,Aug-25,SADHW2S17R1,Y,,JAGUAR, ,I-PACE, ,2024, ,faeadd65924ac65,None,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Jul-25, ,10:25, ,85d987a89324cae,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Parking Lot, , ,Y, , , , , ,Y, , , , , , , , , , ,Heavy Truck,Property Damage. No Injured Reported,Making Right Turn, , , , , , , ,Y, , , ,Making Right Turn,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle,3, , ,Y, , , , , , , , , , , ,Y, ,Y, , , ,Phoenix Police Department, ,Yes, ,"On July [XXX], 2025 at 10:25 AM MT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Phoenix, Arizona was in a collision involving a heavy truck in a parking lot at [XXX]. 
The Waymo AV was stopped facing north at the exit of a parking lot at [XXX]. At the same time, a semi tractor-trailer was incorrectly stopped to the left of the Waymo AV in the entrance lane of the parking lot driveway. The Waymo AV waited for a pedestrian to finish crossing the driveway before initiating a right turn onto eastbound [XXX]. As the Waymo AV proceeded forward into the turn, the semi tractor-trailer initiated a right turn onto eastbound [XXX] from the entrance lane of the parking lot driveway. The right side of the trailer then made contact with the left side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", 
30270-11430,1,Waymo LLC,5-Day,,,Aug-25,SADHW2S14R1,Y,,JAGUAR, ,I-PACE, ,2024, ,9e40989f06c0576,None,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Jul-25, ,18:43, ,69aa25a07f80696,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Street, , ,Y, , , , , ,Y, , , , , , , , , , ,Passenger Car,Property Damage. No Injured Reported,Proceeding Straight, , , , , , , , ,Y, , ,Stopped,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle,0, , , , , , , ,Y, , , , , , ,Y, ,Y, , , ,N/A, ,Yes, ,"On July [XXX], 2025 at 6:43 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Inglewood, California was in a collision involving a passenger car on [XXX] at [XXX]. 
The Waymo AV was traveling westbound on [XXX] and came to a stop for a queue of traffic turning left at the intersection with [XXX]. A passenger car approached the Waymo AV from behind and the front of the passenger car made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", 
30270-11424,1,Waymo LLC,5-Day,,,Aug-25,SADHW2S15R1,Y,,JAGUAR, ,I-PACE, ,2024, ,62b4cc3ccf82b8e,None,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Jul-25, ,13:27, ,5f502707c16ba16,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Parking Lot, , ,Y, , , , , ,Y, , , , , , , , , , ,SUV,Property Damage. No Injured Reported,Backing, , , , , , , ,Y, , , ,Proceeding Straight,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, Yes Crash Partner",Subject Vehicle - No Passenger In Vehicle,5, , , , , , ,Y, , , , , , , ,Y, ,Y, , , ,N/A, ,Yes, ,"On July [XXX], 2025 at 1:27 PM MT two Waymo Autonomous Vehicles (""Waymo AV"") operating in Phoenix, Arizona were involved in a collision in the West Parking Lot off of [XXX] at the [XXX].
The Waymo AV was parked facing north in a parking stall in the West Parking Lot off of [XXX]. The Waymo AV proceeded to reverse to exit the parking stall, and came to a stop, preparing to maneuver forward and to the left. While the Waymo AV was stopped, a second Waymo AV ([XXX]) that was parked in the left adjacent parking stall proceeded to reverse to exit its parking stall. While the second Waymo AV was reversing, the initial Waymo AV proceeded forward and the front left of the Waymo AV made contact with the right side of the second Waymo AV. At the time of the impact, both Waymo AV's Level 4 ADS were engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", 
13781-11375,2,"Tesla, Inc.",Update,,,Aug-25,7SAYGDEE4TA,Y,,TESLA, ,Model Y, ,2026, ,6686ed7925bcb94,None,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADS,Verified Engaged,Tesla Inc, , , , ,Y, , , , , , , ,Jul-25, ,15:15, ,b5d3e7bb23a3388,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Intersection, , ,Y, , , , , , , , ,Y, , , , , , , ,SUV,Property Damage. No Injured Reported,Making Right Turn, , , , , , , , ,Y, , ,Making Right Turn,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - All Belted,2, , , , , , , ,Y, , , , , , , , ,Y,Y, , ,None, ,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-11375,1,"Tesla, Inc.",5-Day,,,Aug-25,7SAYGDEE4TA,Y,,TESLA, ,Model Y, ,2026, ,6686ed7925bcb94,None,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADS,Verified Engaged,Tesla Inc, , , , ,Y, , , , , , , ,Jul-25, ,15:15, ,b5d3e7bb23a3388,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Intersection, , ,Y, , , , , , , , ,Y, , , , , , , ,SUV,Property Damage. No Injured Reported,Making Right Turn, , , , , , , , ,Y, , ,Making Right Turn,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - All Belted,2, , , , , , , ,Y, , , , , , , , ,Y,Y, , ,None, ,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
