Report ID,Report Version,Reporting Entity,Report Type,Report Month,Report Year,Report Submission Date,VIN,VIN Decoded,Serial Number,Make,Make - Unknown,Model,Model - Unknown,Model Year,Model Year - Unknown,Same Vehicle ID,Driver / Operator Type,Automation Feature Version,Automation Feature Version CBI,Automation System Engaged?,Engagement Status,Operating Entity,Operating Entity - Unknown,Source - Complaint/Claim,Source - Telematics,Source - Law Enforcement,Source - Field Report,Source - Testing,Source - Media,Source - Internal Process Review,Source - NHTSA VOQ,Source - Other - See Narrative,Source - Other Entity,Source - State or Other Agency,Incident Date,Incident Date - Unknown,Incident Time (24:00),Incident Time - Unknown,Same Incident ID,Latitude,Latitude - Unknown,Longitude,Longitude - Unknown,Address,Zip Code,Roadway Type,Roadway-Degraded Surface,Roadway-Missing/Degraded Marking,Roadway-No Unusual Conditions,Roadway-Other-See Narrative,Roadway-Traffic Incident,Roadway-Unknown,Roadway-Wet Surface Condition,Roadway-Work Zone,Weather - Clear,Weather - Snow,Weather - Cloudy,Weather - Partly Cloudy,Weather - Fog/Smoke/Haze,Weather - Rain,Weather - Severe Wind,Weather - Dust Storm,Weather - Severe Hurricane,Weather - Structure-Indoor,Weather - Unk - See Narrative,Crash With,Highest Injury Severity Alleged,CP Pre-Crash Movement,CP Contact Area - Rear Left,CP Contact Area - Left,CP Contact Area - Front Left,CP Contact Area - Rear,CP Contact Area - Top,CP Contact Area - Front,CP Contact Area - Rear Right,CP Contact Area - Right,CP Contact Area - Front Right,CP Contact Area - Bottom,CP Contact Area - Unknown,SV Pre-Crash Movement,Any Air Bags Deployed?,Was Any Vehicle Towed?,Were All Passengers Belted?,SV Precrash Speed (MPH),SV Pre-crash Speed - Unknown,SV Contact Area - Rear Left,SV Contact Area - Left,SV Contact Area - Front Left,SV Contact Area - Rear,SV Contact Area - Top,SV Contact Area - Front,SV Contact Area - Rear Right,SV Contact Area - Right,SV Contact Area - Front Right,SV Contact Area - Bottom,SV Contact Area - Unknown,Data Availability - EDR,Data Availability - Police Rpt,Data Availability - Telematics,Data Availability - Complaints,Data Availability - Video,Data Availability - Other,Data Availability - No Data,Data Availability - Unknown,Investigating Agency,Investigating Agency - Unknown,Within ODD?,Within ODD? - CBI,Narrative,Narrative - CBI?,Source_System
30270-11284,1,Waymo LLC,5-Day,,,Jul-25,SADHW2S18R1,Y,,JAGUAR, ,I-PACE, ,2024, ,11b75b430c54645,,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Jul-25, ,8:28, ,2b65fb57cedb2be,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Intersection, , ,Y, , , , , ,Y, , , , , , , , , , ,SUV,Property Damage. No Injured Reported,Proceeding Straight, , ,Y, , , , , , , , ,Stopped,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - All Belted,0.0, , , , , , , ,Y, , , , , , ,Y, ,Y, , , ,, ,Yes, ,"On July [XXX], 2025 at 8:28 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Los Angeles, California was in a collision involving an SUV on [XXX] at [XXX]. 
The Waymo AV was stopped in the rightmost lane facing eastbound on [XXX] at a red traffic light at the intersection with [XXX]. An SUV traveling southbound on [XXX] made a left turn onto [XXX]. As the SUV approached the Waymo AV, the SUV continued turning and moving forward, turning slightly into the center lane and the front passenger side of the SUV made contact with the rear driver side corner of the stationary Waymo AV, and the front driver side of the SUV made contact with the rear passenger side corner of a passenger car that was stopped in the center lane. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both the Waymo AV and the SUV sustained damage, and Waymo cannot confirm the presence or absence of damage to the passenger car as of the date of this submission.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,ADS
30270-11281,1,Waymo LLC,5-Day,,,Jul-25,SADHW2S15R1,Y,,JAGUAR, ,I-PACE, ,2024, ,3f4f24f896a024a,,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Jul-25, ,22:34, ,9d871ee2ff7dfbb,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Street, , ,Y, , , , , ,Y, , , , , , , , , , ,Bus,Property Damage. No Injured Reported,Proceeding Straight, , , , , , , ,Y, , , ,Parked,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - Not Belted - see Narrative,0.0, , ,Y, , , , , , , , , , , ,Y, ,Y, , , ,, ,Yes, ,"On July [XXX], 2025 at 10:34 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a bus on [XXX] near [XXX]. 
The Waymo AV was parked at the curb on the northeast side of [XXX] facing northwest for a passenger drop-off with its hazard lights activated. As a bus traveling in the adjacent right turn lane on [XXX] passed the Waymo AV, a passenger in the Waymo AV opened the rear driver side door and the rear driver side door made contact with the passenger side of the bus. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The passengers in the Waymo AV were not belted at the time of the collision as they were preparing to exit the Waymo AV. The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,ADS
30270-11282,1,Waymo LLC,5-Day,,,Jul-25,SADHW2S16R1,Y,,JAGUAR, ,I-PACE, ,2024, ,f30223017135b27,,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Jul-25, ,14:40, ,ee2c2f62011d1fd,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Intersection, , ,Y, , , , , ,Y, , , , , , , , , , ,Bus,Property Damage. No Injured Reported,Passing, , , , , , , ,Y, , , ,Stopped,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - Not Belted - see Narrative,0.0, , ,Y, , , , , , , , , , , ,Y, ,Y, , , ,, ,Yes, ,"On July [XXX], 2025 at 2:40 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Los Angeles, California was in a collision involving a bus on [XXX] at [XXX]. 
The Waymo AV was stopped in the right turn lane facing northwest on [XXX] at the intersection with [XXX], yielding to pedestrians standing inside of the crosswalk while waiting to cross. A bus traveling northwestbound on [XXX] passed the Waymo AV and the passenger side of the bus made contact with the driver side of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The passengers seated in the rear of the Waymo AV were not belted at the time of the collision. The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,ADS
30270-11280,1,Waymo LLC,5-Day,,,Jul-25,SADHW2S15M1,Y,,JAGUAR, ,I-PACE, ,2021, ,c01ea2068860b0f,,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Jul-25, ,21:35, ,b073d9500f2a829,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Intersection, , ,Y, , , , , ,Y, , , , , , , , , , ,Passenger Car,Minor W/O Hospitalization,Proceeding Straight, , , , , , , , ,Y, , ,Stopped,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - All Belted,0.0, , , , , , , ,Y, , , , , , ,Y, ,Y, , , ,, ,Yes, ,"On July [XXX], 2025 at 9:35 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a passenger car on [XXX] at [XXX]. 
The Waymo AV was traveling southwestbound on [XXX] and stopped in the right lane for a red traffic light at the intersection with [XXX]. The traffic light then turned green and the Waymo AV proceeded a short distance before stopping again to yield to an oncoming active emergency vehicle. A passenger car traveling behind the Waymo AV also proceeded from the green light and the front of the passenger car made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage. The rider of the Waymo AV alleged a minor injury.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,ADS
30270-11279,1,Waymo LLC,5-Day,,,Jul-25,SADHW2S18R1,Y,,JAGUAR, ,I-PACE, ,2024, ,006ffe23c5da72b,,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Jul-25, ,18:03, ,227230f1de818d3,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Street, , ,Y, , , , , , , ,Y, , , , , , , , ,Passenger Car,Property Damage. No Injured Reported,Proceeding Straight, , ,Y, , , , , , , , ,Proceeding Straight,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle,1.0, ,Y, , , , , , , , , , , , ,Y, ,Y, , , ,, ,Yes, ,"On July [XXX], 2025 at 6:03 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a passenger car on [XXX] near [XXX]. 
The Waymo AV was traveling southeastbound on [XXX] in the second to the right lane when it slowed to yield to a taxicab in the rightmost dedicated transit lane attempting to merge into the Waymo AV's lane of travel. A passenger car traveling behind the Waymo AV approached the Waymo AV from behind, and the front driver side of the passenger car made contact with the rear passenger side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,ADS
30270-11273,1,Waymo LLC,5-Day,,,Jul-25,SADHW2S16R1,Y,,JAGUAR, ,I-PACE, ,2024, ,a6d787df6b6267f,,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Jul-25, ,16:19, ,3551e837b0c6d97,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Street, , ,Y, , , , , ,Y, , , , , , , , , , ,Heavy Truck,Minor W/O Hospitalization,Parking Maneuver,Y, , , , , , , , , , ,Stopped,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - All Belted,0.0, , , , , , ,Y, , , , , , , ,Y, ,Y, , , ,Inglewood Police Department, ,Yes, ,"On July [XXX], 2025 at 4:19 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Inglewood, California was in a collision involving a heavy truck on [XXX] near [XXX]. 
The Waymo AV was stopped at the curb facing north on [XXX] for a passenger pick-up. A heavy truck traveling northbound on [XXX] passed the Waymo AV, and partially turned left towards southwestbound [XXX] in order to position the heavy truck for reversing into a parking location. As the heavy truck turned left, the rear passenger side of the heavy truck made contact with the front driver side of the stationary Waymo AV. After this contact, the heavy truck maneuvered forward towards southwestbound [XXX], then reversed again, maneuvering behind the stationary Waymo AV, and the rear of the heavy truck made contact with a utility pole located on the east side of [XXX]. At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode. The Waymo AV and the utility pole sustained damage. The passenger in the Waymo AV reported a minor injury.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,ADS
31101-11278,1,Avride Inc.,Monthly,6.0,2025.0,Jul-25,KM8KN4AE7PU,Y,,HYUNDAI, ,Ioniq 5, ,2023, ,66a16bf385e7efa,In-Vehicle (Commercial / Test),-, ,ADS,Verified Engaged,Avride INC., ,Y, , , , , , , , , , ,Jun-25, ,9:39, ,307f4bfc3e3f219,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Intersection, , ,Y, , , , , ,Y, , , , , , , , , , ,Passenger Car,Property Damage. No Injured Reported,Backing, , , , , , ,Y, , , , ,Stopped,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, Unknown Crash Partner",Subject Vehicle - All Belted,0.0, , , ,Y, , , , , , , , , ,Y, , ,Y, , , ,Austin Police Department, ,Yes, ,"Our car was stopped at the intersection of [XXX] and [XXX], behind a red Ford Fusion. The Fusion suddenly reversed, struck our front bumper, and then left the scene in a hit-and-run.
Damage is minimal: a slightly cracked bumper.", ,ADS
30270-11247,1,Waymo LLC,5-Day,,,Jul-25,SADHW2S13R1,Y,,JAGUAR, ,I-PACE, ,2024, ,9244b172b2937e3,,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Jun-25, ,18:11, ,b0269ca273ce3a0,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Street, , ,Y, , , , , , , ,Y, , , , , , , , ,Heavy Truck,Property Damage. No Injured Reported,Proceeding Straight, ,Y, , , , , , , , , ,Stopped,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle,0.0, , , , ,Y, , , , , , , , , ,Y, ,Y, , , ,, ,Yes, ,"On June [XXX], 2025 at 6:11 PM CT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Austin, Texas was in a collision involving a box truck on [XXX] near [XXX]. 
The Waymo AV was traveling northwestbound on a narrow portion of [XXX] when it came to a stop to yield to an approaching box truck traveling southeastbound on [XXX]. While the Waymo AV remained stopped, the box truck proceeded forward to pass the Waymo AV and the driver side of the box truck made contact with the rear driver side of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,ADS
30270-11249,1,Waymo LLC,5-Day,,,Jul-25,SADHW2S1XR1,Y,,JAGUAR, ,I-PACE, ,2024, ,c2c720898dc1a92,,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Jun-25, ,11:26, ,4304f70c342cd2e,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Street, , ,Y, , , , , ,Y, , , , , , , , , , ,Pickup Truck,Property Damage. No Injured Reported,Changing Lanes, , , , , , , ,Y, , , ,Stopped,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - All Belted,0.0, , , , ,Y, , , , , , , , , ,Y, ,Y, , , ,, ,Yes, ,"On June [XXX], 2025 at 11:26 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Los Angeles, California was in a collision involving a pickup truck on [XXX] near [XXX]. 
The Waymo AV was traveling eastbound in the rightmost lane on [XXX] when it came to a stop to yield to a stationary passenger car with its hazard lights activated in the Waymo AV's lane of travel near the intersection with [XXX]. The Waymo AV had its hazard lights activated, reversed a short distance, and then came to a stop. A pickup truck approached the Waymo AV from behind and came to a stop. The pickup truck then attempted to change lanes and pass to the left of the Waymo AV, and the passenger side of the pickup truck made contact with the rear driver side of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,ADS
30270-11246,1,Waymo LLC,5-Day,,,Jul-25,SADHW2S10R1,Y,,JAGUAR, ,I-PACE, ,2024, ,54a02e94e0a19eb,,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Jun-25, ,18:59, ,85c4a2c33c09848,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Intersection, , ,Y, , , , , , , ,Y, , , , , , , , ,Pickup Truck,Property Damage. No Injured Reported,Making Left Turn, , ,Y, , , , , , , , ,Making Left Turn,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - All Belted,10.0, , ,Y, , , , , , , , , , , ,Y, ,Y, , , ,, ,Yes, ,"On June [XXX], 2025 at 6:59 PM CT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Austin, Texas was in a collision involving a pickup truck on [XXX] at [XXX]. 
The Waymo AV was stopped facing east in the outer dedicated left turn lane on [XXX] for a red light at the intersection at [XXX]. When the light turned green, the Waymo AV initiated a left turn from the outer left turn lane into the center lane of northbound [XXX]. While the Waymo AV was completing its left turn, a pickup truck turning left from the inner dedicated left turn lane entered the center lane of northbound [XXX], crossing the dotted white lane line. The front passenger side of the pickup truck made contact with the driver side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,ADS
30270-11245,1,Waymo LLC,5-Day,,,Jul-25,SADHW2S19R1,Y,,JAGUAR, ,I-PACE, ,2024, ,a2e2480e89f9781,,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Jun-25, ,18:52, ,8756a4e64fc7a92,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Intersection, , ,Y, , , , , ,Y, , , , , , , , , , ,SUV,Minor W/O Hospitalization,Proceeding Straight, , , , , , , , ,Y, , ,Stopped,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - All Belted,0.0, , , , , , , ,Y, , , , , , ,Y, ,Y, , , ,, ,Yes, ,"On June [XXX], 2025 at 6:52 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Los Angeles, California was in a collision involving an SUV on [XXX] at [XXX]. 
The Waymo AV was traveling northwestbound on [XXX] and was slowing to a stop for the stop sign at the intersection with [XXX]. An SUV approached the Waymo AV from behind and the front of the SUV made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage. One of the two passengers in the Waymo AV reported minor injuries.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,ADS
30270-11238,1,Waymo LLC,5-Day,,,Jul-25,SADHW2S14R1,Y,,JAGUAR, ,I-PACE, ,2024, ,fc430eff53d2ba1,,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Jun-25, ,22:56, ,fb4ea910520b2d9,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Intersection, , ,Y, , , , , ,Y, , , , , , , , , , ,Passenger Car,Property Damage. No Injured Reported,Changing Lanes, , , , , ,Y, , , , , ,Stopped,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle,0.0, ,Y, , , , , , , , , , , , ,Y, ,Y, , , ,, ,Yes, ,"On June [XXX], 2025 at 10:56 PM CT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Austin, Texas was in a collision involving a passenger car on [XXX] at [XXX]. 
The Waymo AV was stopped facing northbound on [XXX] in the left lane at a red light at the intersection with [XXX]. A passenger car approached the Waymo AV from behind and began to change lanes to the right of the Waymo AV, and the front driver side of the passenger car made contact with the rear passenger side of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,ADS
30270-11244,1,Waymo LLC,5-Day,,,Jul-25,SADHW2S10R1,Y,,JAGUAR, ,I-PACE, ,2024, ,c074f592f8aaed7,,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Jun-25, ,0:03, ,c5dde17f2aed8f4,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Intersection, , ,Y, , , , , ,Y, , , , , , , , , , ,SUV,Property Damage. No Injured Reported,Making Left Turn, , , , , , , , ,Y, , ,Proceeding Straight,"Yes Crash Partner, No Subject Vehicle","Yes Subject Vehicle, Yes Crash Partner",Subject Vehicle - No Passenger In Vehicle,8.0, , , , , , ,Y, , , , , , , ,Y, ,Y, , , ,San Francisco Police Department, ,Yes, ,"On June [XXX], 2025 at 12:03 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving an SUV on [XXX] at [XXX]. 
The Waymo AV was traveling westbound on [XXX] and slowing to a stop for a stop sign at the intersection at [XXX]. An SUV that was traveling southbound on [XXX] initiated a left turn at the intersection onto eastbound [XXX]. The SUV continued turning left, crossing the centerline of [XXX] and entering into the Waymo AV's lane of travel. The front of the SUV then made contact with the front driver side of the Waymo AV.  At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away and airbag deployment. Waymo may supplement or correct its reporting with additional information as it may become available.", ,ADS
30270-11224,1,Waymo LLC,5-Day,,,Jun-25,SADHW2S17R1,Y,,JAGUAR, ,I-PACE, ,2024, ,101ca9eb2e2c6ed,,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Jun-25, ,17:34, ,4e9b36dcecf6185,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Street, , ,Y, , , , , ,Y, , , , , , , , , , ,SUV,Property Damage. No Injured Reported,Parked, ,Y, , , , , , , , , ,Proceeding Straight,"No Subject Vehicle, No Crash Partner","Yes Crash Partner, No Subject Vehicle",Subject Vehicle - Not Belted - see Narrative,6.0, , , ,Y, , , , ,Y, , , , , ,Y, ,Y, , , ,Chandler Police Department, ,Yes, ,"On June [XXX], 2025 at 5:34 PM MT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Mesa, Arizona was in a collision involving an autonomous vehicle on [XXX] near [XXX]. 
The Waymo AV was parked facing east for a passenger pick-up on [XXX] adjacent to a parking lot at [XXX]. A passenger entered the Waymo AV and the Waymo AV began to proceed forward momentarily before the passenger opened the front passenger side door and exited the Waymo AV, prompting the Waymo AV to stop. The passenger then re-entered the Waymo AV and the Waymo AV proceeded to pass to the left of a different Waymo AV stopped facing east on [XXX]. While the first Waymo AV was passing the stopped Waymo AV, the passenger in the moving Waymo AV opened the front passenger side door, which then made contact with the driver side mirror of the stopped Waymo AV. The passenger in the moving Waymo AV was not belted at the time of the collision. At the time of the impact, the Level 4 ADS of both Waymo AVs were engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,ADS
30270-11218,1,Waymo LLC,5-Day,,,Jun-25,SADHW2S12R1,Y,,JAGUAR, ,I-PACE, ,2024, ,4a2482e004c0ef7,,5th Generation ADS Version 10, ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Jun-25, ,18:48, ,d255c89929a41d5,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Intersection, , ,Y, , , , , , , ,Y, , , , , , , , ,Bus,Property Damage. No Injured Reported,Proceeding Straight, , ,Y, , , , , , , , ,Parked,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - Not Belted - see Narrative,0.0, , ,Y, , , , , , , , , , , ,Y, ,Y, , , ,, ,Yes, ,"On June [XXX], 2025 at 6:48 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a bus on [XXX] at [XXX]. 
The Waymo AV was parked facing south in the right lane on [XXX] at the intersection at [XXX] for a passenger drop-off with hazard lights activated. A bus was traveling southbound on [XXX] in the left adjacent lane. As the bus proceeded forward past the Waymo AV on the left, a Waymo AV passenger opened the rear driver side door and the front passenger side of the bus made contact with the rear driver side door of the Waymo AV. Three of the four passengers inside the Waymo AV were not belted at the time of impact. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,ADS
30270-11192,1,Waymo LLC,5-Day,,,Jun-25,SADHW2S15R1,Y,,JAGUAR, ,I-PACE, ,2024, ,c2a64ed47c0c99c,,5th Generation ADS Version 10, ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Jun-25, ,14:27, ,92df21aac24163e,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Street, , ,Y, , , , , ,Y, , , , , , , , , , ,Passenger Car,Minor W/ Hospitalization,Changing Lanes, , , , , , , , ,Y, , ,Stopped,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - All Belted,0.0, , , , ,Y, , , , , , , , , ,Y, ,Y, , , ,, ,Yes, ,"On June [XXX], 2025 at 2:27 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a passenger car on [XXX] at [XXX]. 
The Waymo AV was stopped facing north in the rightmost lane on [XXX] for a red light at the intersection with [XXX]. While the Waymo AV remained stopped, a passenger car that was stopped in the leftmost lane of [XXX], oriented diagonally relative to the roadway facing northeast after exiting a parallel parking spot at the west side curb of [XXX], proceeded northeastbound into the rightmost lane and the front of the passenger car made contact with the rear driver side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Neither vehicle sustained damage. A passenger in the Waymo AV reported a minor injury and was transported to a hospital in an ambulance. 
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because an individual involved was transported from the scene to a hospital for medical treatment. Waymo may supplement or correct its reporting with additional information as it may become available.", ,ADS
